IDCIDCATEGORIA,IDCIDSUBCATEGORIA,OPC,DESCRICAO,RESTRICAO
Q75,Q759,,Q75.9 Malform congen NE dos ossos cranio e face,5
Q76,Q760,,Q76.0 Espinha bifida oculta,5
Q76,Q761,,Q76.1 Sindr de Klippel-Feil,5
Q76,Q762,,Q76.2 Espondilolistese congen,5
Q76,Q763,,Q76.3 Escoliose congen dev malform ossea congen,5
Q76,Q764,,Q76.4 Out malf cong coluna vert n-assoc escoliose,5
Q76,Q765,,Q76.5 Costela cervical,5
Q76,Q766,,Q76.6 Outr malformacoes congen das costelas,5
Q76,Q767,,Q76.7 Malformacao congen do esterno,5
Q76,Q768,,Q76.8 Outr malformacoes congen dos ossos do torax,5
Q76,Q769,,Q76.9 Malformacao congen NE dos ossos do torax,5
Q77,Q770,,Q77.0 Acondrogenesia,5
Q77,Q771,,Q77.1 Nanismo tanatoforico,5
Q77,Q772,,Q77.2 Sindr das costelas curtas,5
Q77,Q773,,Q77.3 Condrodisplasia puntacta,5
Q77,Q774,,Q77.4 Acondroplasia,5
Q77,Q775,,Q77.5 Displasia diastrofica,5
Q77,Q776,,Q77.6 Displasia condroectodermica,5
Q77,Q777,,Q77.7 Displasia espondiloepifisaria,5
Q77,Q778,,Q77.8 Out osteocon c/anom cresc osso long col vert,5
Q77,Q779,,Q77.9 Osteocond NE c/anom cresc osso long col vert,5
Q78,Q780,,Q78.0 Osteogenese imperfeita,5
Q78,Q781,,Q78.1 Displasia poliostotica fibrosa,5
Q78,Q782,,Q78.2 Osteopetrose,5
Q78,Q783,,Q78.3 Displasia diafisaria progressiva,5
Q78,Q784,,Q78.4 Encondromatose,5
Q78,Q785,,Q78.5 Displasia metafisaria,5
Q78,Q786,,Q78.6 Exostoses congen mult,5
Q78,Q788,,Q78.8 Outr osteocondrodisplasias espec,5
Q78,Q789,,Q78.9 Osteocondrodisplasia NE,5
Q79,Q790,,Q79.0 Hernia diafragmatica congen,5
Q79,Q791,,Q79.1 Outr malformacoes congen do diafragma,5
Q79,Q792,,Q79.2 Exonfalia,5
Q79,Q793,,Q79.3 Gastrosquise,5
Q79,Q794,,Q79.4 Sindr do abdome em ameixa seca,5
Q79,Q795,,Q79.5 Outr malformacoes congen da parede abdominal,5
Q79,Q796,,Q79.6 Sindr de Ehlers-Danlos,5
Q79,Q798,,Q79.8 Outr malformacoes congen sist osteomuscular,5
Q79,Q799,,Q79.9 Malformacao congen NE do sist osteomuscular,5
Q80,Q800,,Q80.0 Ictiose vulgar,5
Q80,Q801,,Q80.1 Ictiose ligada ao cromossomo X,5
Q80,Q802,,Q80.2 Ictiose lamelar,5
Q80,Q803,,Q80.3 Eritrodermia ictiosiforme bulhosa congen,5
Q80,Q804,,Q80.4 Feto arlequim,5
Q80,Q808,,Q80.8 Outr ictioses congen,5
Q80,Q809,,Q80.9 Ictiose congen NE,5
Q81,Q810,,Q81.0 Epidermolise bolhosa simples,5
Q81,Q811,,Q81.1 Epidermolise bolhosa letal,5
Q81,Q812,,Q81.2 Epidermolise bolhosa distrofica,5
Q81,Q818,,Q81.8 Outr epidermolises bolhosas,5
Q81,Q819,,Q81.9 Epidermolise bolhosa NE,5
Q82,Q820,,Q82.0 Linfedema hereditario,5
Q82,Q821,,Q82.1 Xeroderma pigmentoso,5
Q82,Q822,,Q82.2 Mastocitose,5
Q82,Q823,,Q82.3 Incontinentia pigmenti,5
Q82,Q824,,Q82.4 Displasia ectodermica,5
Q82,Q825,,Q82.5 Nevo nao-neoplasico congen,5
Q82,Q828,,Q82.8 Outr malformacoes congen espec da pele,5
Q82,Q829,,Q82.9 Malformacao congen NE da pele,5
Q83,Q830,,Q83.0 Ausencia congen da mama c/ausencia do mamilo,5
Q83,Q831,,Q83.1 Mama supranumeraria,5
Q83,Q832,,Q83.2 Ausencia de mamilo,5
Q83,Q833,,Q83.3 Mamilo acessorio,5
Q83,Q838,,Q83.8 Outr malformacoes congen da mama,5
Q83,Q839,,Q83.9 Malformacao congen NE da mama,5
Q84,Q840,,Q84.0 Alopecia congen,5
Q84,Q841,,Q84.1 Alteracoes morfologicas congen cabelos NCOP,5
Q84,Q842,,Q84.2 Outr malformacoes congen dos cabelos,5
Q84,Q843,,Q84.3 Anoniquia,5
Q84,Q844,,Q84.4 Leuconiquia congen,5
Q84,Q845,,Q84.5 Hipertrofia e alargamento das unhas,5
Q84,Q846,,Q84.6 Outr malformacoes congen das unhas,5
Q84,Q848,,Q84.8 Outr malformacoes congen espec do tegumento,5
Q84,Q849,,Q84.9 Malformacao congen NE do tegumento,5
Q85,Q850,,Q85.0 Neurofibromatose,5
Q85,Q851,,Q85.1 Esclerose tuberosa,5
Q85,Q858,,Q85.8 Outr facomatoses NCOP,5
Q85,Q859,,Q85.9 Facomatose NE,5
Q86,Q860,,Q86.0 Sindr fetal alcoolico,5
Q86,Q861,,Q86.1 Sindr fetal dev hidantoina,5
Q86,Q862,,Q86.2 Dismorfismo dev Warfarin,5
Q86,Q868,,Q86.8 Outr sindr c/malf cong dev causas exog conh,5
Q87,Q870,,Q87.0 Sindr c/malf cong afet predom aspecto face,5
Q87,Q871,,Q87.1 Sindr c/malform congen assoc predom nanismo,5
Q87,Q872,,Q87.2 Sindr c/malform congen afetando predom membr,5
Q87,Q873,,Q87.3 Sindr c/malform congen c/hipercresc precoce,5
Q87,Q874,,Q87.4 Sindr de Marfan,5
Q87,Q875,,Q87.5 Outr sindr c/malf cong c/outr alt esqueleto,5
Q87,Q878,,Q87.8 Outr sindr c/malformacoes congen espec NCOP,5
Q89,Q890,,Q89.0 Malformacoes congen do baco,5
Q89,Q891,,Q89.1 Malformacoes congen das supra-renais,5
Q89,Q892,,Q89.2 Malformacoes congen de outr gland endocrinas,5
Q89,Q893,,Q89.3 Situs inversus,5
Q89,Q894,,Q89.4 Reuniao de gemeos,5
Q89,Q897,,Q89.7 Malformacoes congen mult NCOP,5
Q89,Q898,,Q89.8 Outr malformacoes congen espec,5
Q89,Q899,,Q89.9 Malformacoes congen NE,5
Q90,Q900,,Q90.0 Trissomia 21 nao-disjuncao meiotica,5
Q90,Q901,,Q90.1 Trissomia 21 mosaicismo,5
Q90,Q902,,Q90.2 Trissomia 21 translocacao,5
Q90,Q909,,Q90.9 Sindr de Down NE,5
Q91,Q910,,Q91.0 Trissomia 18 nao-disjuncao meiotica,5
Q91,Q911,,Q91.1 Trissomia 18 mosaicismo cromossomico,5
Q91,Q912,,Q91.2 Trissomia 18 translocacao,5
Q91,Q913,,Q91.3 Sindr de Edwards NE,5
Q91,Q914,,Q91.4 Trissomia 13 nao-disjuncao meiotica,5
Q91,Q915,,Q91.5 Trissomia 13 mosaicismo cromossomico,5
Q91,Q916,,Q91.6 Trissomia 13 translocacao,5
Q91,Q917,,Q91.7 Sindr de Patau NE,5
Q92,Q920,,Q92.0 Trissomia cromoss inteiro n-disjuncao meiot,5
Q92,Q921,,Q92.1 Trissomia cromoss inteiro mosaicismo cromoss,5
Q92,Q922,,Q92.2 Trissomia parcial major,5
Q92,Q923,,Q92.3 Trissomia parcial minor,5
Q92,Q924,,Q92.4 Duplicacoes vistas somente na prometafase,5
Q92,Q925,,Q92.5 Duplicacao c/outr rearranjos complexos,5
Q92,Q926,,Q92.6 Cromossomos marcadores suplementares,5
Q92,Q927,,Q92.7 Triploidia e poliploidia,5
Q92,Q928,,Q92.8 Outr trissomias espec e trissom parc autoss,5
Q92,Q929,,Q92.9 Trissomia e trissomia parcial NE autossomos,5
Q93,Q930,,Q93.0 Monossomia cromoss inteiro n-disjuncao meiot,5
Q93,Q931,,Q93.1 Monossomia cromoss inteiro mosaicism cromoss,5
Q93,Q932,,Q93.2 Cromossomo substituido p/anel ou dicentrico,5
Q93,Q933,,Q93.3 Delecao do braco curto do cromossomo 4,5
Q93,Q934,,Q93.4 Delecao do braco curto do cromossomo 5,5
Q93,Q935,,Q93.5 Outr delecoes parciais de cromossomo,5
Q93,Q936,,Q93.6 Delecoes vistas somente na prometafase,5
Q93,Q937,,Q93.7 Delecoes c/outr rearranjos complexos,5
Q93,Q938,,Q93.8 Outr delecoes dos autossomos,5
Q93,Q939,,Q93.9 Delecoes NE dos autossomos,5
Q95,Q950,,Q95.0 Transloc ou insercao equilibr sujeito norm,5
Q95,Q951,,Q95.1 Inversao cromossomica em sujeito normal,5
Q95,Q952,,Q95.2 Rearranjo autossomico equilibr sujeito anorm,5
Q95,Q953,,Q95.3 Rearranjo sexual/autoss equilibr suj anorm,5
Q95,Q954,,Q95.4 Sujeito c/marcador de heterocromatina,5
Q95,Q955,,Q95.5 Sujeito c/sitio autossomico fragil,5
Q95,Q958,,Q95.8 Outr rearranjos e marcadores equilibrados,5
Q95,Q959,,Q95.9 Rearranjos e marcadores equilibrados NE,5
Q96,Q960,,Q96.0 Cariotipo 45 X,5
Q96,Q961,,Q96.1 Cariotipo 46 X isso,5
Q96,Q962,,Q96.2 Cariotipo 46 X cromoss sex anorm salvo isso,5
Q96,Q963,,Q96.3 Mosaicismo cromossomico 45 X/46 XX ou XY,5
Q96,Q964,,Q96.4 Mosaic crom 45 X/out linh cel crom sex anorm,5
Q96,Q968,,Q96.8 Outr variantes da sindr de Turner,5
Q96,Q969,,Q96.9 Sindr de Turner NE,5
Q97,Q970,,Q97.0 Cariotipo 47 XXX,5
Q97,Q971,,Q97.1 Mulher c/mais de tres cromossomos X,5
Q97,Q972,,Q97.2 Mosaicismo cromoss linh c/div num cromoss X,5
Q97,Q973,,Q97.3 Mulher c/cariotipo 46 XY,5
Q97,Q978,,Q97.8 Outr anom espec cromoss sex fenotipo fem,5
Q97,Q979,,Q97.9 Anomalias NE cromoss sexuais fenotipo femin,5
Q98,Q980,,Q98.0 Sindr de Klinefelter cariotipo 47 XXY,5
Q98,Q981,,Q98.1 Sindr Klinefelter hom c/mais dois cromoss X,5
Q98,Q982,,Q98.2 Sindr de Klinefelter homem c/cariotipo 46 XX,5
Q98,Q983,,Q98.3 Outr homem c/cariotipo 46 XX,5
Q98,Q984,,Q98.4 Sindr de Klinefelter NE,5
Q98,Q985,,Q98.5 Cariotipo 47 XYY,5
Q98,Q986,,Q98.6 Homem c/cromossomos sexuais estrut anormal,5
Q98,Q987,,Q98.7 Homem c/mosaicismo dos cromossomos sexuais,5
Q98,Q988,,Q98.8 Outr anom espec cromoss sex fenotipo masc,5
Q98,Q989,,Q98.9 Anomalias NE cromoss sexuais fenotipo masc,5
Q99,Q990,,Q99.0 Quimera 46 XX/46 XY,5
Q99,Q991,,Q99.1 Hermafrodite verdadeiro 46 XX,5
Q99,Q992,,Q99.2 Cromossomo X fragil,5
Q99,Q998,,Q99.8 Outr anomalias cromossomicas espec,5
Q99,Q999,,Q99.9 Anomalia cromossomica NE,5
R00,R000,,R00.0 Taquicardia NE,5
R00,R001,,R00.1 Bradicardia NE,5
R00,R002,,R00.2 Palpitacoes,5
R00,R008,,R00.8 Outr anormalidades e NE batimento cardiaco,5
R01,R010,,R01.0 Sopros cardiacos benignos ou inocentes,5
R01,R011,,R01.1 Sopro cardiaco NE,5
R01,R012,,R01.2 Outr ruidos cardiacos,5
R03,R030,,R03.0 Valor elevado press arter s/diagn hipertens,5
R03,R031,,R03.1 Valor baixo pressao arterial nao especifico,5
R04,R040,,R04.0 Epistaxis,5
R04,R041,,R04.1 Hemorragia da garganta,5
R04,R042,,R04.2 Hemoptise,5
R04,R048,,R04.8 Hemorragia de outr localiz das vias respirat,5
R04,R049,,R04.9 Hemorragia NE das vias respirat,5
R06,R060,,R06.0 Dispneia,5
R06,R061,,R06.1 Estridor,5
R06,R062,,R06.2 Respiracao ofegante,5
R06,R063,,R06.3 Respiracao periodica,5
R06,R064,,R06.4 Hiperventilacao,5
R06,R065,,R06.5 Respiracao p/boca,5
R06,R066,,R06.6 Soluco,5
R06,R067,,R06.7 Espirro,5
R06,R068,,R06.8 Outr anormalidades e as NE da respiracao,5
R07,R070,,R07.0 Dor de garganta,5
R07,R071,,R07.1 Dor toracica ao respirar,5
R07,R072,,R07.2 Dor precordial,5
R07,R073,,R07.3 Outr dor toracica,5
R07,R074,,R07.4 Dor toracica NE,5
R09,R090,,R09.0 Asfixia,5
R09,R091,,R09.1 Pleurisia,5
R09,R092,,R09.2 Parada respirat,5
R09,R093,,R09.3 Escarro anormal,5
R09,R098,,R09.8 Outr sint sinais espec rel ap circul respir,5
R10,R100,,R10.0 Abdome agudo,5
R10,R101,,R10.1 Dor localizada no abdome super,5
R10,R102,,R10.2 Dor pelvica e perineal,5
R10,R103,,R10.3 Dor localizada em outr partes abdome infer,5
R10,R104,,R10.4 Outr dores abdominais e as NE,5
R16,R160,,R16.0 Hepatomegalia NCOP,5
R16,R161,,R16.1 Esplenomegalia NCOP,5
R16,R162,,R16.2 Hepatomegalia c/esplenomegalia NCOP,5
R19,R190,,R19.0 Massa tumoracao tumefacao intra-abdom pelv,5
R19,R191,,R19.1 Ruidos hidroaereos anormais,5
R19,R192,,R19.2 Peristaltismo visivel,5
R19,R193,,R19.3 Rigidez abdominal,5
R19,R194,,R19.4 Alteracao do habito intestinal,5
R19,R195,,R19.5 Outr anormalidades fecais,5
R19,R196,,R19.6 Halitose,5
R19,R198,,R19.8 Outr sint sinais esp relat ap digest abdome,5
R20,R200,,R20.0 Anestesia cutanea,5
R20,R201,,R20.1 Hipoestesia cutanea,5
R20,R202,,R20.2 Parestesias cutaneas,5
R20,R203,,R20.3 Hiperestesia,5
R20,R208,,R20.8 Outr disturbios e NE sensibilidade cutanea,5
R22,R220,,R22.0 Tumefacao massa tumoracao localizadas cabeca,5
R22,R221,,R22.1 Tumefacao massa tumoracao localiz pescoco,5
R22,R222,,R22.2 Tumefacao massa tumoracao localizadas tronco,5
R22,R223,,R22.3 Tumefacao massa tumoracao localiz membro sup,5
R22,R224,,R22.4 Tumefacao massa tumoracao localiz membro inf,5
R22,R227,,R22.7 Tumefacao massa tumoracao localiz mult local,5
R22,R229,,R22.9 Tumefacao massa ou tumoracao NE localizadas,5
R23,R230,,R23.0 Cianose,5
R23,R231,,R23.1 Palidez,5
R23,R232,,R23.2 Rubor,5
R23,R233,,R23.3 Equimoses espontaneas,5
R23,R234,,R23.4 Alteracoes na textura da pele,5
R23,R238,,R23.8 Outr alteracoes da pele e as NE,5
R25,R250,,R25.0 Movimentos anormais da cabeca,5
R25,R251,,R25.1 Tremor NE,5
R25,R252,,R25.2 Caibras e espasmos,5
R25,R253,,R25.3 Fasciculacao,5
R25,R258,,R25.8 Outr movimentos involuntarios anormais e NE,5
R26,R260,,R26.0 Marcha ataxica,5
R26,R261,,R26.1 Marcha paralitica,5
R26,R262,,R26.2 Dificuldade p/andar NCOP,5
R26,R268,,R26.8 Outr anormalidades marcha e mobilidade e NE,5
R27,R270,,R27.0 Ataxia NE,5
R27,R278,,R27.8 Outr disturbios da coordenacao e os NE,5
R29,R290,,R29.0 Tetania,5
R29,R291,,R29.1 Meningismo,5
R29,R292,,R29.2 Reflexos anormais,5
R29,R293,,R29.3 Postura anormal,5
R29,R294,,R29.4 Quadril estalante,5
R29,R298,,R29.8 Out sint sinais rel sist nerv osteomusc e NE,5
R30,R300,,R30.0 Disuria,5
R30,R301,,R30.1 Tenesmo vesical,5
R30,R309,,R30.9 Miccao dolorosa NE,5
R39,R390,,R39.0 Extravasamento de urina,5
R39,R391,,R39.1 Outr dificuldades a miccao,5
R39,R392,,R39.2 Uremia extra-renal,5
R39,R398,,R39.8 Outr sint sinais relativos ap urinario e NE,5
R40,R400,,R40.0 Sonolencia,5
R40,R401,,R40.1 Estupor,5
R40,R402,,R40.2 Coma NE,5
R41,R410,,R41.0 Desorientacao NE,5
R41,R411,,R41.1 Amnesia anterograda,5
R41,R412,,R41.2 Amnesia retrograda,5
R41,R413,,R41.3 Outr amnesia,5
R41,R418,,R41.8 Outr sint sinais esp rel func cognit e consc,5
R43,R430,,R43.0 Anosmia,5
R43,R431,,R43.1 Parosmia,5
R43,R432,,R43.2 Parageusia,5
R43,R438,,R43.8 Outr disturbios do olfato e do paladar e NE,5
R44,R440,,R44.0 Alucinacoes auditivas,5
R44,R441,,R44.1 Alucinacoes visuais,5
R44,R442,,R44.2 Outr alucinacoes,5
R44,R443,,R44.3 Alucinacoes NE,5
R44,R448,,R44.8 Outr sint sinais espec rel sensac percep ger,5
R45,R450,,R45.0 Nervosismo,5
R45,R451,,R45.1 Agitacao e inquietacao,5
R45,R452,,R45.2 Tristeza,5
R45,R453,,R45.3 Apatia e desinteresse,5
R45,R454,,R45.4 Irritabilidade e mau humor,5
R45,R455,,R45.5 Hostilidade,5
R45,R456,,R45.6 Violencia fisica,5
R45,R457,,R45.7 Estado de choque emocional e tensao NE,5
R45,R458,,R45.8 Outr sint sinais relativos estado emocional,5
R46,R460,,R46.0 Baixo nivel de higiene pessoal,5
R46,R461,,R46.1 Aparencia pessoal bizarra,5
R46,R462,,R46.2 Comport estranho e inexplicavel,5
R46,R463,,R46.3 Hiperatividade,5
R46,R464,,R46.4 Lentidao e baixa reatividade,5
R46,R465,,R46.5 Personalidade suspeita e evasiva,5
R46,R466,,R46.6 Inquiet e preocup exageradas c/acont estress,5
R46,R467,,R46.7 Verborr pormenores circunst masc mot consult,5
R46,R468,,R46.8 Outr sint sinais relativos aparencia comport,5
R47,R470,,R47.0 Disfasia e afasia,5
R47,R471,,R47.1 Disartria e anartria,5
R47,R478,,R47.8 Outr disturbios da fala e os NE,5
R48,R480,,R48.0 Dislexia e alexia,5
R48,R481,,R48.1 Agnosia,5
R48,R482,,R48.2 Apraxia,5
R48,R488,,R48.8 Outr disfuncoes simbolicas e as NE,5
R49,R490,,R49.0 Disfonia,5
R49,R491,,R49.1 Afonia,5
R49,R492,,R49.2 Hipernasalidade e hiponasalidade,5
R49,R498,,R49.8 Outr disturbios da voz e os NE,5
R50,R500,,R50.0 Febre c/calafrios,5
R50,R501,,R50.1 Febre persistente,5
R50,R509,,R50.9 Febre NE,5
R52,R520,,R52.0 Dor aguda,5
R52,R521,,R52.1 Dor cronica intratavel,5
R52,R522,,R52.2 Outr dor cronica,5
R52,R529,,R52.9 Dor NE,5
R56,R560,,R56.0 Convulsoes febris,5
R56,R568,,R56.8 Outr convulsoes e as NE,5
R57,R570,,R57.0 Choque cardiogenico,5
R57,R571,,R57.1 Choque hipovolemico,5
R57,R578,,R57.8 Outr form de choque,5
R57,R579,,R57.9 Choque NE,5
R59,R590,,R59.0 Aumento volume localiz ganglios linfaticos,5
R59,R591,,R59.1 Aumento volume generaliz ganglios linfaticos,5
R59,R599,,R59.9 Adenomegalia aumento vol gangl linfaticos NE,5
R60,R600,,R60.0 Edema localizado,5
R60,R601,,R60.1 Edema generalizado,5
R60,R609,,R60.9 Edema NE,5
R61,R610,,R61.0 Hiperidrose localizada,5
R61,R611,,R61.1 Hiperidrose generalizada,5
R61,R619,,R61.9 Hiperidrose NE,5
R62,R620,,R62.0 Retardo de maturacao,5
R62,R628,,R62.8 Outr form retardo desenvolv fisiologico norm,5
R62,R629,,R62.9 Retardo do desenvolv fisiologico normal NE,5
R63,R630,,R63.0 Anorexia,5
R63,R631,,R63.1 Polidipsia,5
R63,R632,,R63.2 Polifagia,5
R63,R633,,R63.3 Dificuld alimentacao erros admin alimentos,5
R63,R634,,R63.4 Perda de peso anormal,5
R63,R635,,R63.5 Ganho de peso anormal,5
R63,R638,,R63.8 Outr sint sinais rel ingestao alimentos liq,5
R68,R680,,R68.0 Hipotermia nao assoc baixa temperat ambient,5
R68,R681,,R68.1 Sint nao especificos peculiares a infancia,5
R68,R682,,R68.2 Boca seca NE,5
R68,R683,,R68.3 Baqueteamento dos dedos,5
R68,R688,,R68.8 Outr sint e sinais gerais espec,5
R70,R700,,R70.0 Velocidade de hemossedimentacao elevada,5
R70,R701,,R70.1 Viscosidade plasmatica anormal,5
R73,R730,,R73.0 Teste de tolerancia a glicose anormal,5
R73,R739,,R73.9 Hiperglicemia NE,5
R74,R740,,R74.0 Aumento niv transaminases desidrogen latica,5
R74,R748,,R74.8 Niveis anormais de outr enzimas sericas,5
R74,R749,,R74.9 Anormalidade dos niveis enzimas sericas NE,5
R76,R760,,R76.0 Titulo aumentado de anticorpos,5
R76,R761,,R76.1 Reacao anormal ao teste da tuberculina,5
R76,R762,,R76.2 Exame sorologico falso positivo p/sifilis,5
R76,R768,,R76.8 Outr achados imunologicos espec anorm soro,5
R76,R769,,R76.9 Achado anormal exame imunologico serico NE,5
R77,R770,,R77.0 Anormalidade da albumina,5
R77,R771,,R77.1 Anormalidade das globulinas,5
R77,R772,,R77.2 Anormalidade da alfafetoproteina,5
R77,R778,,R77.8 Outr anormalidades espec proteinas plasmatic,5
R77,R779,,R77.9 Anormalidades de proteina plasmatica NE,5
R78,R780,,R78.0 Presenca de alcool no sangue,5
R78,R781,,R78.1 Presenca de opiaceos no sangue,5
R78,R782,,R78.2 Presenca de cocaina no sangue,5
R78,R783,,R78.3 Presenca de alucinogeno no sangue,5
R78,R784,,R78.4 Presenca outr drog potenc caus depend sangue,5
R78,R785,,R78.5 Presenca de droga psicotropica no sangue,5
R78,R786,,R78.6 Presenca de agente esteroide no sangue,5
R78,R787,,R78.7 Presenca nivel anormal metais pesados sangue,5
R78,R788,,R78.8 Presenc outr subst espec n norm encontr sang,5
R78,R789,,R78.9 Presenca subst NE norm nao encontrada sangue,5
R79,R790,,R79.0 Anormalidade nivel elementos minerais sangue,5
R79,R798,,R79.8 Outr achados anormais espec exames quim sang,5
R79,R799,,R79.9 Achado anormal de exame quimico do sangue NE,5
R82,R820,,R82.0 Quiluria,5
R82,R821,,R82.1 Mioglobinuria,5
R82,R822,,R82.2 Biliuria,5
R82,R823,,R82.3 Hemoglobinuria,5
R82,R824,,R82.4 Acetonuria,5
R82,R825,,R82.5 Niveis urinar elev drogas medic subst biolog,5
R82,R826,,R82.6 Niveis urinar anorm subst orig essen n-medic,5
R82,R827,,R82.7 Achados anormais exame microbiologico urina,5
R82,R828,,R82.8 Achados anorm exame citolog histolog urina,5
R82,R829,,R82.9 Outr achados anormais na urina e os NE,5
R83,R830,,R83.0 Nivel enzimatico anormal,5
R83,R831,,R83.1 Nivel hormonal anormal,5
R83,R832,,R83.2 Nivel anormal outr drog medic subst biologic,5
R83,R833,,R83.3 Nivel anormal subst origem essenc nao medic,5
R83,R834,,R83.4 Achados imunologicos anormais,5
R83,R835,,R83.5 Achados microbiologicos anormais,5
R83,R836,,R83.6 Achados citologicos anormais,5
R83,R837,,R83.7 Achados histolog anormais,5
R83,R838,,R83.8 Outr achados anormais,5
R83,R839,,R83.9 Achado anormal NE,5
R84,R840,,R84.0 Nivel enzimatico anormal,5
R84,R841,,R84.1 Nivel hormonal anormal,5
R84,R842,,R84.2 Nivel anormal outr drog medic subst biolog,5
R84,R843,,R84.3 Nivel anormal subst orig essenc nao medic,5
R84,R844,,R84.4 Achados imunologicos anormais,5
R84,R845,,R84.5 Achados microbiologicos anormais,5
R84,R846,,R84.6 Achados citologicos anormais,5
R84,R847,,R84.7 Achados histolog anormais,5
R84,R848,,R84.8 Outr achados anormais,5
R84,R849,,R84.9 Achado anormal NE,5
R85,R850,,R85.0 Nivel enzimatico anormal,5
R85,R851,,R85.1 Nivel hormonal anormal,5
R85,R852,,R85.2 Nivel anormal outr drog medic subst biolog,5
R85,R853,,R85.3 Nivel anormal subst origem essenc nao medic,5
R85,R854,,R85.4 Achados imunologicos anormais,5
R85,R855,,R85.5 Achados microbiologicos anormais,5
R85,R856,,R85.6 Achados citologicos anormais,5
R85,R857,,R85.7 Achados histolog anormais,5
R85,R858,,R85.8 Outr achados anormais,5
R85,R859,,R85.9 Achado anormal NE,5
R86,R860,,R86.0 Nivel enzimatico anormal,1
R86,R861,,R86.1 Nivel hormonal anormal,1
R86,R862,,R86.2 Nivel anormal outr drog medic subst biolog,1
R86,R863,,R86.3 Nivel anormal subst origem essenc nao medic,1
R86,R864,,R86.4 Achados imunologicos anormais,1
R86,R865,,R86.5 Achados microbiologicos anormais,1
R86,R866,,R86.6 Achados citologicos anormais,1
R86,R867,,R86.7 Achados histolog anormais,1
R86,R868,,R86.8 Outr achados anormais,1
R86,R869,,R86.9 Achado anormal NE,1
R87,R870,,R87.0 Nivel enzimatico anormal,3
R87,R871,,R87.1 Nivel hormonal anormal,3
R87,R872,,R87.2 Nivel anormal outr drog medic subst biolog,3
R87,R873,,R87.3 Nivel anormal subst origem essenc nao medic,3
R87,R874,,R87.4 Achados imunologicos anormais,3
R87,R875,,R87.5 Achados microbiologicos anormais,3
R87,R876,,R87.6 Achados citologicos anormais,3
R87,R877,,R87.7 Achados histolog anormais,3
R87,R878,,R87.8 Outr achados anormais,3
R87,R879,,R87.9 Achado anormal NE,3
R89,R890,,R89.0 Nivel enzimatico anormal,5
R89,R891,,R89.1 Nivel hormonal anormal,5
R89,R892,,R89.2 Nivel anormal outr drog medic subst biolog,5
R89,R893,,R89.3 Nivel anormal subst origem essenc nao medic,5
R89,R894,,R89.4 Achados imunologicos anormais,5
R89,R895,,R89.5 Achados microbiologicos anormais,5
R89,R896,,R89.6 Achados citologicos anormais,5
R89,R897,,R89.7 Achados histolog anormais,5
R89,R898,,R89.8 Outr achados anormais,5
R89,R899,,R89.9 Achado anormal NE,5
R90,R900,,R90.0 Lesao intracraniana ocupando espaco,5
R90,R908,,R90.8 Out resul anorm exam diag imag sis nerv cent,5
R93,R930,,R93.0 Achados anorm ex diag imag cran cabeca NCOP,5
R93,R931,,R93.1 Achados anorm ex diag imag corac circ coron,5
R93,R932,,R93.2 Achados anorm ex diag imag figado via biliar,5
R93,R933,,R93.3 Achados anorm ex diag imag outr part tub dig,5
R93,R934,,R93.4 Achados anorm exam diagn imagem org urinar,5
R93,R935,,R93.5 Achados anorm ex diag imag out reg abd retr,5
R93,R936,,R93.6 Achados anorm exam diagn imagem dos membros,5
R93,R937,,R93.7 Achados anorm ex diag imag outr sist osteom,5
R93,R938,,R93.8 Achados anorm ex diag imag out estr soma esp,5
R94,R940,,R94.0 Result anorm estudos funcao sist nerv centr,5
R94,R941,,R94.1 Result anorm est func sis nerv peri org sent,5
R94,R942,,R94.2 Result anorm de estudos da funcao pulmonar,5
R94,R943,,R94.3 Result anorm estudos funcao cardiovascular,5
R94,R944,,R94.4 Resultados anormais de estudos funcao renal,5
R94,R945,,R94.5 Resultados anormais estudos funcao hepatica,5
R94,R946,,R94.6 Resultados anorm estudos funcao tireoidiana,5
R94,R947,,R94.7 Result anorm estudos funcao out gland endocr,5
R94,R948,,R94.8 Result anorm estudos funcao outr org ap sist,5
R96,R960,,R96.0 Morte instantanea,5
R96,R961,,R96.1 Morte ocorr menos 24h apos inic sint n expl,5
S00,S000,,S00.0 Traum superf do couro cabeludo,5
S00,S001,,S00.1 Contusao da palpebra e da regiao periocular,5
S00,S002,,S00.2 Outr traum superf palpebra regiao periocular,5
S00,S003,,S00.3 Traum superf do nariz,5
S00,S004,,S00.4 Traum superf do ouvido,5
S00,S005,,S00.5 Traum superf dos labios e da cavidade oral,5
S00,S007,,S00.7 Traum superf mult da cabeca,5
S00,S008,,S00.8 Traum superf de outr partes da cabeca,5
S00,S009,,S00.9 Traum superf da cabeca parte NE,5
S01,S010,,S01.0 Ferim do couro cabeludo,5
S01,S011,,S01.1 Ferim da palpebra e da regiao periocular,5
